member_id,full_name,age,county,employment_sector,employer_name,monthly_contribution,date_joined,phone_number,gender,member_status,remarks
SACCO-0456,Kamau Ogutu,,Tharaka-Nithi,ICT,Teachers Service Commission,"KES 7,579",2016-05,+254719886456,M,Active,
SACCO-0457,Catherine Waithera,50yrs,Bungoma,Trade,East African Breweries,7.3K,Jan-2021,+254713779264,m,INACTIVE,
SACCO-0458,Samuel Odongo,40,Homa Bay,Public Service,Total Kenya,,2024-11,0765485030,M,Active,
SACCO-0459,Rose Mutuku,52,Elgeyo-Marakwet,Transport,Cooperative Bank,"KES 12,465",Jan-2021,0797470140,F,Active,
SACCO-0460,Agnes Abubakar,64,Laikipia,Transport,Kenya Red Cross,"KES 1,135",11/2021,254748352683,f,inactive,
SACCO-0461,Fatuma Wanjiku,30,Uasin Gishu,Finance,BAT Kenya,,Aug-2021,+254728109613,FEMALE,Inactive,
SACCO-0462,Agnes Kipchoge,54,Kiambu,Trade,Absa Kenya,2193,02/2018,0765278845,F,Inactive,
SACCO-0463,Rose Gathoni,54yrs,Meru,Transport,Equity Bank,2.2K,2022-08,,f,active,
SACCO-0464,Omondi Cheruiyot,32yrs,Kericho,Trade,KEBS,,09/2022,0713327047,F,inactive,
SACCO-0465,Ndegwa Waithera,22,Taita-Taveta,Trade,Mombasa County Govt,KES 619,May-2016,0755701512,Female,Active,
SACCO-0466,Salome Kiptoo,,Kwale,ICT,Total Kenya,,01/2020,254701335293,Male,Active,
SACCO-0467,Juma Njenga,24yrs,Kitui,Manufacturing,Kenya Ports Authority,"KES 4,175",05/2023,254791384912,f,ACTIVE,
SACCO-0468,Halima Kariuki,61,Wajir,Public Service,Kenya Breweries,5677.0,2023-10,+254787514936,F,inactive,
SACCO-0469,  Ndegwa Bett,43,Nyamira,Transport,Kenya Ports Authority,22262,May-2023,+254768675400,Male,ACTIVE,
SACCO-0470,Kamau Bett,37,Kajiado,Transport,Absa Kenya,,Dec-2016,,Male,Active,
SACCO-0471,Wafula Waithera,51,Murang'a,ICT,AMREF,,2024-12,+254784254420,f,Active,
SACCO-0472,Florence Kiptoo,30 years,Isiolo,Transport,KRA,6449,Oct-2023,+254748488507,M,Inactive,
SACCO-0473,Njeri Ochieng,35,Trans-Nzoia,Transport,,"KES 3,338",2023-09,+254735392370,Female,INACTIVE,
SACCO-0474,Daniel Mutua,31yrs,Tana River,Transport,Kenya Breweries,,Sep-2023,+254728540398,M,Active,
SACCO-0475,Wafula Kamau,45yrs,Kisumu,Finance,Kenya Railways,9931,Jun-2019,0765219822,M,inactive,
SACCO-0476,Hassan Bett,53,Turkana,Trade,KCB Group,1.5K,08/2021,,F,Inactive,
SACCO-0477,Paul Wekesa,51 years,Makueni,Public Service,Kenya Railways,43.0K,2020-02,+254789187990,F,INACTIVE,
SACCO-0478,Otieno Mwangi,63,Uasin Gishu,Transport,Kenya Power,,09/2019,+254786424699,M,active,
SACCO-0479,Achieng Odongo,54,Nyeri,Transport,Kenya Pipeline Company,"KES 24,896",2015-05,254732921822,f,active,Verified
SACCO-0480,Ann Kamau,53,Mombasa,Trade,Absa Kenya,3349,Sep-2015,0734517819,FEMALE,active,
SACCO-0481,Mutua Gathoni,48yrs,Nakuru,Finance,Kenya Airways,,May-2015,,MALE,Active,
SACCO-0112,Wafula Ochieng,59,Garissa,ICT,Total Kenya,"KES 62,805",May-2016,+254762387558,M,Active,
SACCO-0733,Kamau Gathoni,,Turkana,Transport,Teachers Service Commission,13237,07/2024,+254785335496,f,Active,
SACCO-0484,Kiptoo Kiptoo,,Nairobi,ICT,Kenya Breweries,1.1K,05/2024,0722465588,MALE,active,
SACCO-0485,Agnes Lagat,35yrs,Garissa,Trade,Equity Bank,20775,Oct-2023,0712041357,M,Active,
SACCO-0486,Amina Bett,42,Bomet,Transport,Kisumu County Govt,24.2K,May-2022,0743169555,Male,active,
SACCO-0487,  Catherine Wekesa,52,Nairobi,Transport,KEBS,,07/2022,+254787120361,Male,inactive,
SACCO-0488,Faith mwangi,46,Nandi,Public Service,KEBS,28.3K,02/2015,+254725902794,F,Active,
SACCO-0489,Ruth Rotich,62,Mandera,Manufacturing,,,Jan-2020,254794495682,M,Active,
SACCO-0490,Juma Kimani,53,Bungoma,Transport,AMREF,"KES 45,454",Oct-2024,0778942114,M,Active,
SACCO-0491,Odhiambo Bett,34,Mombasa,Transport,PWC Kenya,"KES 17,662",11/2019,0760924933,F,ACTIVE,
SACCO-0492,Mohamed Muthoni,29yrs,Kwale,Public Service,Cooperative Bank,"KES 24,964",Dec-2015,,Male,Inactive,
SACCO-0493,Abdi Mutuku,36,Vihiga,Agriculture,Kenya Pipeline Company,7433,Jun-2017,,M,Inactive,
SACCO-0494,Beatrice Abubakar,52,Bomet,ICT,Equity Bank,7.5K,2023-04,+254780525899,m,active,
SACCO-0495,Njeri Ochieng,,Nakuru,ICT,Kenya Breweries,,11/2024,+254713667066,Male,Active,
SACCO-0496,Omondi Kamau,60 years,Elgeyo-Marakwet,Agriculture,Kenya Breweries,,10/2021,+254745582551,Female,Active,
SACCO-0497,  Peter ogutu,26yrs,Bungoma,Finance,,,06/2019,+254797257257,M,Active,
SACCO-0498,Chebet Korir,63 years,Kajiado,Finance,Kenya Ports Authority,"KES 2,179",03/2017,0780977513,F,Active,
SACCO-0499,AGNES Wekesa,57,Vihiga,Trade,Nairobi City County,11.5K,Feb-2018,+254789638670,m,active,
SACCO-0500,Peter Odongo,,Meru,Public Service,Kenya Ports Authority,21.3K,Aug-2015,+254700496212,m,active,
SACCO-0501,Emmanuel Mutua,46,Kilifi,ICT,Kenya Power,"KES 7,753",Jun-2016,0715460445,Male,active,
SACCO-0502,Zawadi Ochieng,40,Kirinyaga,Transport,,44128,Apr-2023,0702884611,F,Active,
SACCO-0503,Chebet Lagat,43,Kajiado,Public Service,KRA,"KES 52,932",Nov-2020,,FEMALE,inactive,
SACCO-0504,Mwangi kimani,34,Siaya,Transport,Cooperative Bank,53621,Nov-2021,254706200213,Female,inactive,
SACCO-0505,Rotich Abubakar,39,Garissa,Finance,Kenya Ports Authority,"KES 1,743",2016-08,0782528662,Male,ACTIVE,
SACCO-0506,John Rotich,42 years,Isiolo,Transport,BAT Kenya,19310.0,Aug-2022,+254753814070,f,active,
SACCO-0507,Ndegwa Waithera,41,Siaya,Finance,KEBS,5.6K,05/2020,254718029509,F,active,
SACCO-0508,Otieno Waithera,50,Migori,Trade,Teachers Service Commission,"KES 2,641",Jul-2019,0759282426,Female,Inactive,
SACCO-0509,John Kiprotich,39,Meru,Agriculture,KCB Group,"KES 6,369",Apr-2023,0790611371,F,inactive,
SACCO-0510,Amina Ogutu,56,Nairobi,ICT,Mombasa County Govt,,2020-07,254777840078,M,ACTIVE,
SACCO-0511,Rotich Sigei,35,Isiolo,Finance,Teachers Service Commission,,2022-12,254745722553,F,Active,
SACCO-0512,Catherine Muthoni,57,Kisii,Finance,NSSF Kenya,,2015-08,0747601987,F,ACTIVE,
SACCO-0513,Catherine Onyango,58 years,Kisii,Manufacturing,Kenya Airways,"KES 7,117",10/2024,,M,Inactive,
SACCO-0514,Ndegwa njoroge,50yrs,Kajiado,Agriculture,KEBS,2979,Mar-2023,+254792479309,M,Active,
SACCO-0515,Baraka Korir,55,Nakuru,Trade,Total Kenya,47868,Jul-2020,0714863801,F,ACTIVE,Verified
SACCO-0516,Karanja Wekesa,64,Baringo,Finance,Mombasa County Govt,5146.0,12/2023,0736969062,FEMALE,Inactive,
SACCO-0517,Paul Kiptoo,58,Kwale,Public Service,East African Breweries,51211,05/2016,0761244438,f,inactive,
SACCO-0518,Mutua Muthoni,49,Makueni,Manufacturing,,,2021-12,,M,inactive,
SACCO-0519,Florence Mutuku,35,Migori,ICT,Bamburi Cement,7921,2020-02,254767698729,F,active,
SACCO-0520,John Ochieng,65 years,Siaya,Trade,AMREF,"KES 2,257",Jul-2018,0733635732,MALE,Inactive,
SACCO-0521,DANIEL Waithera,37 years,Busia,Manufacturing,BAT Kenya,,2017-03,0781468625,F,active,
SACCO-0522,Mwangi Mwangi,31,Kilifi,Manufacturing,Kenya Red Cross,2570,04/2023,254706409704,f,active,
SACCO-0523,Omondi Lagat,60,Siaya,ICT,Nairobi City County,,Apr-2020,+254702152643,FEMALE,Inactive,
SACCO-0447,Florence Mutuku,64,Uasin Gishu,Agriculture,Absa Kenya,"KES 7,165",06/2020,+254725440639,MALE,Inactive,
SACCO-0525,Odhiambo ogutu,22,Narok,Agriculture,Standard Chartered,6377,02/2018,+254737373949,F,Active,Branch transfer
SACCO-0526,Hassan Njenga,28 years,West Pokot,Manufacturing,,,2024-06,0793457866,MALE,inactive,
SACCO-0527,Mutua Otieno,64,Bomet,Agriculture,Nation Media Group,3.3K,07/2022,0799564579,Female,INACTIVE,
SACCO-0528,Joseph Njenga,49 years,Elgeyo-Marakwet,Agriculture,Equity Bank,,May-2022,0750432035,M,INACTIVE,
SACCO-0529,Faith Mutua,42yrs,Kisumu,Finance,Teachers Service Commission,15.4K,Jan-2019,0798364566,F,active,
SACCO-0632,Florence Nyambura,36yrs,Siaya,Finance,Kenya Airways,48289,2015-02,,M,INACTIVE,
SACCO-0531,Chebet Mutuku,35,Machakos,Public Service,AMREF,"KES 66,922",Dec-2017,0756910568,F,Active,
SACCO-0532,Beatrice Ogutu,27,Trans-Nzoia,Public Service,Standard Chartered,2989,07/2022,+254798640380,M,INACTIVE,
SACCO-0533,Baraka Muthoni,41yrs,Kakamega,Finance,AMREF,2131,Aug-2021,0738013916,Female,Active,
SACCO-0534,Emmanuel ogutu,22,Nyamira,Transport,Cooperative Bank,"KES 3,316",2021-07,0750082660,F,INACTIVE,
SACCO-0535,Otieno Kimani,34 years,Kirinyaga,ICT,Kenya Pipeline Company,,2020-09,+254785225538,m,ACTIVE,
SACCO-0536,  Samuel Nyambura,45yrs,Lamu,Agriculture,Kenya Red Cross,,05/2017,0791411196,F,active,
SACCO-0537,Kiptoo kariuki,46,Samburu,Agriculture,Total Kenya,24.4K,2021-03,+254733939802,Male,active,
SACCO-0538,Peter Korir,27,West Pokot,ICT,Teachers Service Commission,,2017-05,+254753414658,M,Active,
SACCO-0539,Omondi Mutuku,48yrs,Nyamira,Public Service,KEBS,,Dec-2017,0765293067,FEMALE,active,
SACCO-0540,MUTUA Ogutu,34,Migori,Public Service,Deloitte Kenya,44.2K,Nov-2016,0739342650,M,Active,
SACCO-0541,Adhiambo Njoroge,22,Nairobi,Transport,East African Breweries,0.8K,Feb-2015,0700974683,Male,INACTIVE,
SACCO-0542,Daniel Njoroge,43,Bomet,Trade,NHIF,6378,Nov-2020,0781981404,F,Inactive,
SACCO-0543,Mercy Sigei,30,Nyeri,ICT,Total Kenya,,06/2018,+254792098177,Male,Inactive,
SACCO-0544,Beatrice Cheruiyot,24,Narok,Transport,Kenya Breweries,5092,2022-07,0710921193,MALE,INACTIVE,
SACCO-0545,Florence Sigei,46,Bungoma,Transport,Kenya Railways,,12/2024,+254717161260,M,inactive,
SACCO-0546,Mercy Kipchoge,52yrs,Murang'a,Manufacturing,Nairobi City County,77687,02/2016,,MALE,Inactive,
SACCO-0547,Amina Nyambura,64,Kisii,Finance,Deloitte Kenya,4046.0,Dec-2016,,m,active,
SACCO-0548,Baraka Wanjiku,63yrs,Turkana,ICT,Absa Kenya,8.9K,May-2018,0711768256,F,active,
SACCO-0549,Wafula Odongo,46yrs,Nairobi,Trade,Equity Bank,2187.0,2018-07,254742901755,f,INACTIVE,
SACCO-0550,Florence Kamau,22yrs,Kwale,Trade,Kenya Railways,2.4K,04/2019,0761174364,F,ACTIVE,
SACCO-0551,Catherine Ochieng,29,Mandera,Finance,,31833.0,Aug-2018,0750560976,f,Active,
SACCO-0552,Moses Kiptoo,33,Nyamira,Public Service,Mombasa County Govt,,01/2017,,Male,Inactive,
SACCO-0553,Mwangi Kiprotich,34 years,Turkana,Public Service,Safaricom PLC,2927,2024-01,0795239226,Female,active,
SACCO-0554,Emmanuel Korir,34 years,Nairobi,Trade,AMREF,2.1K,2016-11,0719811269,FEMALE,ACTIVE,
SACCO-0555,Achieng Kimani,25,Garissa,Transport,Kenya Airways,4500.0,2017-11,0732883478,F,active,
SACCO-0556,Mutua Otieno,64yrs,Kwale,ICT,,13052.0,11/2019,0749301266,M,Active,
SACCO-0557,JOHN Nyambura,58,Wajir,Transport,Safaricom PLC,10.7K,07/2017,254786516297,F,Active,
SACCO-0558,Ruth Sigei,23,Marsabit,ICT,,"KES 3,998",2016-09,254772340910,f,Active,
SACCO-0559,Florence bett,33,Busia,ICT,Kenya Airways,13387,Oct-2017,0721637275,F,ACTIVE,
SACCO-0560,Wafula Kiprotich,32,Makueni,Agriculture,KRA,,05/2023,,Male,Inactive,
SACCO-0561,Halima Kamau,28yrs,Kisumu,Manufacturing,Equity Bank,38479,2019-04,+254780818451,Female,Active,
SACCO-0562,Grace Mutuku,63,Homa Bay,Public Service,KCB Group,11.9K,Dec-2021,0727348593,m,INACTIVE,
SACCO-0563,Ndegwa Wanjiku,54yrs,Migori,ICT,,18636,Jul-2021,0781014793,F,active,
SACCO-0564,Salome Mutuku,43 years,Kakamega,ICT,Teachers Service Commission,13726,Feb-2015,0729826611,M,INACTIVE,
SACCO-0565,Moses Bett,53,Nandi,Transport,East African Breweries,,05/2023,0706437523,FEMALE,Inactive,
SACCO-0566,Samuel Mwangi,60,Homa Bay,Public Service,East African Breweries,4469,11/2015,+254720869686,M,active,
SACCO-0567,Moses Otieno,37yrs,Migori,Transport,Kenya Breweries,7920,08/2020,,Male,ACTIVE,
SACCO-0568,Odhiambo Korir,41,Narok,ICT,KCB Group,,Dec-2016,0712567290,M,ACTIVE,
SACCO-0569,Daniel Kiptoo,49yrs,Nyamira,Manufacturing,BAT Kenya,,Dec-2023,+254701865661,MALE,ACTIVE,
SACCO-0570,Catherine Onyango,64,Isiolo,Transport,Nation Media Group,,03/2022,,M,Inactive,
SACCO-0571,Halima Ochieng,45,Bomet,Transport,KRA,7.6K,May-2016,0739398948,M,active,
SACCO-0572,Hassan Otieno,51,Tana River,Agriculture,Cooperative Bank,2125,Jun-2022,0714383316,MALE,Active,
SACCO-0573,Omondi Muthoni,54,Migori,Agriculture,Kenya Pipeline Company,"KES 3,569",Nov-2017,0763176107,F,Inactive,VIP member
SACCO-0574,Amina Kimani,50,Nandi,Transport,Absa Kenya,917,Feb-2018,0705403110,F,Inactive,
SACCO-0575,Florence Ogutu,39,Tana River,Finance,BAT Kenya,0.6K,2017-06,+254753670451,MALE,inactive,
SACCO-0576,Wafula Kimani,44yrs,Lamu,Manufacturing,Equity Bank,1116.0,2020-07,0798976388,Male,Active,
SACCO-0577,Grace Nyambura,33,Nyeri,ICT,Kisumu County Govt,,2018-11,+254726630469,f,Active,
SACCO-0578,Joseph Kipchoge,62yrs,Embu,Agriculture,Kenya Railways,"KES 11,267",2019-04,0757217417,M,inactive,
SACCO-0579,Mary Korir,36,Taita-Taveta,Agriculture,Total Kenya,"KES 1,325",May-2015,0748798364,F,Inactive,
SACCO-0580,ACHIENG Kipchoge,42,Taita-Taveta,Trade,Kenya Pipeline Company,6245.0,Mar-2021,0765939337,F,Active,
SACCO-0581,Rose Njenga,45 years,Samburu,Finance,Nation Media Group,"KES 2,016",04/2019,,M,ACTIVE,
SACCO-0582,Peter Bett,50,Kiambu,Finance,,3646,04/2022,0720625554,M,active,
SACCO-0583,Rose Rotich,29,Kiambu,Public Service,Absa Kenya,KES 912,Jan-2023,+254736795607,M,Active,
SACCO-0584,Catherine Ogutu,65yrs,Garissa,Agriculture,KEBS,"KES 15,543",07/2023,+254752378052,F,Active,
SACCO-0585,Karanja Odongo,54,Mandera,Transport,,1228,2018-05,0774108442,F,active,
SACCO-0586,Beatrice Wekesa,30,Nakuru,Transport,KRA,3.8K,Sep-2018,0787059725,Female,Inactive,
SACCO-0587,Ruth Bett,48,Laikipia,Trade,,7664.0,Jun-2015,0737539330,FEMALE,active,
SACCO-0588,Peter Kimani,63,Tharaka-Nithi,Transport,Nation Media Group,"KES 66,657",Apr-2022,+254727369495,f,ACTIVE,
SACCO-0589,Odhiambo Mutua,52,Kilifi,Public Service,KEBS,6.5K,04/2017,0797909147,F,Inactive,
SACCO-0590,Juma Mwangi,26,Kwale,Transport,Standard Chartered,43888,2023-03,+254701582229,F,Active,
SACCO-0591,Esther ochieng,39,Tharaka-Nithi,Finance,Kenya Power,28.0K,02/2015,254745417925,M,Active,
SACCO-0592,Faith Cheruiyot,31,Marsabit,Transport,Kisumu County Govt,,2016-01,+254713799637,M,inactive,
SACCO-0593,WANJIKU Nyambura,31,Laikipia,Manufacturing,,,2021-11,+254715087236,FEMALE,Active,
SACCO-0594,FATUMA Rotich,45,Machakos,Agriculture,Nation Media Group,71048,Sep-2021,+254724342463,M,ACTIVE,
SACCO-0595,Fatuma Rotich,53yrs,Kirinyaga,ICT,Kenya Pipeline Company,,2016-01,254719950518,M,Active,
SACCO-0596,EMMANUEL Cheruiyot,39,Narok,Manufacturing,KEBS,4579.0,06/2020,+254764597455,F,inactive,
SACCO-0597,Esther Nyambura,56yrs,Marsabit,Finance,NHIF,2071,2016-10,+254770725487,m,ACTIVE,
SACCO-0598,ADHIAMBO Rotich,23,Taita-Taveta,Manufacturing,,13073,2020-06,0718703143,M,inactive,
SACCO-0599,Salome Nyambura,30,Wajir,Transport,Kenya Railways,,2015-12,0749886613,M,active,
SACCO-0600,Paul sigei,31,Kiambu,Agriculture,,,2021-03,254763050755,m,ACTIVE,
SACCO-0601,Salome Mutua,22,Kakamega,Agriculture,,2187.0,03/2024,0701458621,F,INACTIVE,
SACCO-0602,Ruth Cheruiyot,41 years,Vihiga,Manufacturing,Kisumu County Govt,7.3K,2023-07,254716795114,F,Active,
SACCO-0603,Samuel Onyango,51,Kitui,Transport,Standard Chartered,7.9K,2017-01,,F,Active,
SACCO-0604,Abdi Kariuki,28,Baringo,Agriculture,World Vision Kenya,4.6K,Sep-2018,0704344197,M,active,
SACCO-0605,EMMANUEL Ochieng,,Nandi,ICT,Mombasa County Govt,4.4K,Apr-2023,,FEMALE,ACTIVE,
SACCO-0606,Salome Bett,31,Siaya,Public Service,East African Breweries,3.9K,May-2015,+254791586685,MALE,Active,
SACCO-0607,Karanja Kiptoo,32,Garissa,Finance,AMREF,,06/2023,0717609040,F,inactive,
SACCO-0608,Ruth Njenga,61yrs,Kakamega,Finance,Deloitte Kenya,2.8K,Jan-2016,,FEMALE,inactive,
SACCO-0609,Omondi Waithera,32,West Pokot,Trade,Cooperative Bank,,2017-12,,FEMALE,ACTIVE,
SACCO-0610,Chebet Kimani,45,Homa Bay,Public Service,NSSF Kenya,3414.0,Aug-2017,,F,ACTIVE,
SACCO-0611,Owino Bett,61,Nakuru,Transport,Teachers Service Commission,5468,Jan-2023,0714132859,M,Inactive,
SACCO-0612,Baraka Sigei,51,Marsabit,ICT,Kenya Breweries,6417,Dec-2017,,M,Inactive,
SACCO-0613,Paul Njoroge,29,Kisumu,Finance,Kenya Railways,5.9K,Nov-2017,0776263395,Female,Inactive,
SACCO-0695,Zawadi Kiptoo,25,Mombasa,ICT,PWC Kenya,"KES 67,144",Nov-2019,,F,Active,
SACCO-0615,Salome Kiprotich,33,Machakos,Public Service,Kenya Airways,22.4K,Mar-2019,+254756250794,Male,inactive,
SACCO-0616,Grace Rotich,22yrs,Baringo,Manufacturing,KCB Group,63787.0,Oct-2024,,MALE,ACTIVE,
SACCO-0617,Mohamed kariuki,31,Narok,Agriculture,Teachers Service Commission,22.2K,05/2021,,FEMALE,inactive,
SACCO-0618,Beatrice odongo,34,Marsabit,ICT,KEBS,8728.0,Jun-2018,,Female,Active,
SACCO-0619,Kamau Korir,29yrs,Kitui,Public Service,,"KES 42,749",09/2020,0745073885,M,Inactive,
SACCO-0620,Paul Kipchoge,64yrs,Vihiga,Transport,,4992.0,2016-02,0713933416,M,INACTIVE,
SACCO-0621,Samuel Njenga,62,Samburu,ICT,Equity Bank,1198.0,Apr-2021,+254761019389,M,inactive,
SACCO-0622,Halima Kiptoo,63 years,Homa Bay,Agriculture,Cooperative Bank,62.2K,May-2023,0788406780,f,inactive,
SACCO-0623,Adhiambo Kariuki,22,Trans-Nzoia,ICT,NHIF,"KES 6,820",Jun-2024,,F,INACTIVE,
SACCO-0624,Esther Lagat,58,Tharaka-Nithi,Public Service,AMREF,,Sep-2020,0731000202,f,active,
SACCO-0625,Juma Cheruiyot,57,Narok,Manufacturing,KCB Group,24779,01/2021,0779629793,Female,active,
SACCO-0626,JAMES Lagat,51yrs,Nandi,Manufacturing,KRA,62400.0,May-2018,254732917490,f,Inactive,
SACCO-0627,Achieng gathoni,23yrs,Samburu,ICT,Safaricom PLC,4671,Feb-2024,0737911547,M,Active,
SACCO-0628,Karanja lagat,48,Tharaka-Nithi,Agriculture,Nairobi City County,29360.0,06/2021,254760515891,M,Active,
SACCO-0629,  James Otieno,43,Taita-Taveta,Finance,Nation Media Group,"KES 3,002",2017-09,0716320018,M,Active,
SACCO-0630,Rotich Ogutu,35,Kisii,Manufacturing,KCB Group,2319.0,May-2017,,F,active,
SACCO-0631,Samuel Kiptoo,47,Kirinyaga,Manufacturing,Nairobi City County,1217.0,Jul-2019,0778863503,f,INACTIVE,Pending docs
SACCO-0632,Faith Muthoni,42yrs,Baringo,Public Service,Absa Kenya,3282,2020-06,+254708625670,MALE,INACTIVE,
SACCO-0633,Salome Korir,55,Mombasa,Agriculture,KEBS,5.4K,Mar-2021,0709749620,F,Active,
SACCO-0634,Wanjiku Abubakar,35,Narok,Manufacturing,Bamburi Cement,,Oct-2019,0729187446,F,active,
SACCO-0635,Florence Mutuku,65 years,Narok,ICT,Kenya Airways,30486,08/2015,+254736831418,M,Active,
SACCO-0636,Baraka Nyambura,,West Pokot,Agriculture,Kenya Pipeline Company,KES 643,Jul-2017,,M,active,
SACCO-0637,Omondi Cheruiyot,39,Nandi,Public Service,KCB Group,"KES 5,480",08/2020,0752791522,FEMALE,active,
SACCO-0638,Wafula Cheruiyot,23,Nairobi,Manufacturing,,,Apr-2021,254725657019,f,inactive,
SACCO-0639,Wanjiku Wanjiku,24,Kajiado,Agriculture,Kisumu County Govt,7692,Jul-2024,,Female,Active,
SACCO-0640,Rotich Njenga,48yrs,Makueni,Agriculture,Total Kenya,"KES 7,591",08/2024,0737653656,m,Active,
SACCO-0641,Fatuma wanjiku,37yrs,Kericho,Transport,KCB Group,3438,Jan-2022,0789992846,f,Active,
SACCO-0642,Karanja Cheruiyot,42 years,Kajiado,Transport,Kenya Breweries,,2023-02,,F,active,
SACCO-0815,Ndegwa Njenga,49,Kajiado,ICT,East African Breweries,,2017-08,0799995696,M,active,
SACCO-0644,Emmanuel Mwangi,,Machakos,Trade,Absa Kenya,,09/2021,0744793758,F,Active,
SACCO-0645,Moses Muthoni,,Isiolo,Finance,BAT Kenya,"KES 9,167",Nov-2016,,M,Active,
SACCO-0646,AMINA Nyambura,36,Wajir,Transport,,"KES 3,116",2016-04,0792836226,M,inactive,
SACCO-0647,Fatuma Wanjiku,28,Wajir,Finance,BAT Kenya,,Mar-2018,0709322043,F,active,
SACCO-0648,  Florence Njoroge,38,Uasin Gishu,Transport,World Vision Kenya,73.5K,2024-06,0778270257,f,active,
SACCO-0649,Kamau Odongo,36yrs,Uasin Gishu,ICT,Kenya Railways,5661.0,2016-05,+254745053851,m,INACTIVE,
SACCO-0650,  Daniel Gathoni,44,Bomet,Finance,World Vision Kenya,5805.0,Aug-2024,+254792044391,Female,Active,
SACCO-0651,Odhiambo Mwangi,23,Wajir,Public Service,Cooperative Bank,3482,2016-04,+254750704539,FEMALE,inactive,
SACCO-0652,Faith Bett,65,Bomet,Public Service,East African Breweries,"KES 12,729",May-2019,+254777781432,F,active,
SACCO-0653,Mercy Odongo,40,Nairobi,Public Service,Kenya Pipeline Company,1656.0,Nov-2022,+254738893851,Female,Inactive,
SACCO-0654,Fatuma Kariuki,59,Tana River,Trade,Kenya Power,"KES 7,830",Jan-2015,254747005495,f,active,
SACCO-0655,Rose Wekesa,31,Bungoma,Public Service,East African Breweries,60.3K,Apr-2019,0747597933,Female,Inactive,
SACCO-0656,Omondi Bett,41,Vihiga,Transport,Kenya Ports Authority,1232,03/2024,0726777331,F,Active,
SACCO-0657,Hassan Odongo,33,Vihiga,Agriculture,Kenya Railways,"KES 4,830",2020-09,0795643352,F,active,
SACCO-0658,  Mercy Kariuki,48,Kisii,Finance,Kenya Pipeline Company,79394,10/2018,+254717082542,MALE,inactive,
SACCO-0659,  Juma Wekesa,55,Nakuru,Agriculture,Equity Bank,7301,06/2016,+254739000574,m,inactive,Follow up
SACCO-0660,Peter Mwangi,35yrs,Turkana,Transport,BAT Kenya,5346,05/2017,,M,active,
SACCO-0661,WAFULA Mutuku,29yrs,Murang'a,Manufacturing,Safaricom PLC,"KES 14,731",Aug-2023,0716349251,Male,Active,
SACCO-0662,Ann Gathoni,64yrs,Vihiga,Manufacturing,Deloitte Kenya,7676,12/2017,+254722921098,m,Active,
SACCO-0663,Fatuma mwangi,45yrs,Homa Bay,Public Service,Kenya Red Cross,,2022-07,0719886575,Male,active,
SACCO-0664,Hassan Ochieng,61,Nandi,Manufacturing,Kenya Breweries,1.5K,May-2022,0721248616,f,active,
SACCO-0665,Ruth Kiprotich,63,Kitui,Transport,East African Breweries,,2017-05,0788374850,F,INACTIVE,
SACCO-0666,Baraka Njoroge,54 years,Isiolo,Trade,Kenya Railways,15056.0,Oct-2024,254782876094,M,Active,
SACCO-0667,Odhiambo Kimani,65,Embu,ICT,Teachers Service Commission,19.5K,2018-02,254723353610,F,INACTIVE,
SACCO-0668,  Achieng Kamau,26,Trans-Nzoia,Finance,,36.5K,Jun-2017,0760332161,FEMALE,active,
SACCO-0669,Owino Njoroge,34 years,Vihiga,ICT,Total Kenya,2.0K,02/2018,,M,Active,
SACCO-0670,Wanjiku Rotich,26,Lamu,Transport,,5793.0,Aug-2023,+254727846793,Male,Inactive,
SACCO-0671,Rose sigei,49yrs,Kiambu,Finance,KCB Group,21964,May-2023,0766936024,Female,Inactive,
SACCO-0672,Fatuma Cheruiyot,26,Uasin Gishu,Trade,KCB Group,"KES 1,691",2018-09,0767115173,Female,active,
SACCO-0673,Peter Njoroge,63,Bomet,Public Service,Kisumu County Govt,31313,Mar-2015,0798498722,m,INACTIVE,
SACCO-0674,Daniel Mutuku,61 years,Kisumu,Trade,KCB Group,6.0K,12/2024,,Male,Active,
SACCO-0675,Omondi Ochieng,44,Kajiado,ICT,,21.8K,2018-01,,f,active,
SACCO-0676,Agnes Mwangi,25,Siaya,Transport,Kenya Railways,"KES 34,580",Sep-2021,0758781037,Female,INACTIVE,
SACCO-0677,Abdi Muthoni,,Embu,Public Service,,2356.0,Oct-2023,254701999650,F,Active,
SACCO-0678,Faith Kipchoge,60yrs,Murang'a,Trade,,1865.0,Nov-2022,0710308436,MALE,Active,
SACCO-0679,Halima Bett,41,Turkana,Trade,NSSF Kenya,16691.0,May-2023,+254772668051,M,INACTIVE,
SACCO-0680,Joseph Njoroge,30,Isiolo,Manufacturing,Mombasa County Govt,15494.0,Feb-2018,0719053714,F,Inactive,
SACCO-0681,  Wafula Kariuki,39yrs,Kajiado,ICT,KCB Group,12312,07/2024,0751350116,M,Active,
SACCO-0682,GRACE Onyango,56 years,Mombasa,Finance,World Vision Kenya,1.8K,Oct-2019,0703670202,f,Inactive,
SACCO-0683,Moses Mutua,57,Nyamira,Transport,Mombasa County Govt,1.7K,08/2023,+254796532100,Male,Active,
SACCO-0684,  Samuel nyambura,65,Machakos,Manufacturing,,"KES 2,327",Oct-2020,0782617353,F,Active,
SACCO-0685,Paul kariuki,42,Kilifi,Public Service,Kenya Breweries,11141,Aug-2015,+254748147073,f,Active,
